Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
289,Exit Long,Short,2023-07-12 22:00,30331.7,1388.430455,-36517.73,-0.09,41088213.29,-0.09,953293.66,2.26,266303.65,0.63
289,Entry Long,Long,2023-07-10 18:00,30339.8,1388.430455,-36517.73,-0.09,41088213.29,-0.09,953293.66,2.26,266303.65,0.63
290,Exit Short,Long,2023-07-13 15:00,30640.5,1387.598481,-453871.89,-1.08,40634341.40,-1.08,118917.87,0.28,502865.01,1.19
290,Entry Short,Short,2023-07-12 22:00,30331.7,1387.598481,-453871.89,-1.08,40634341.40,-1.08,118917.87,0.28,502865.01,1.19
291,Exit Long,Exit Long,2023-07-22 18:00,29813.2,1358.809615,-1148786.72,-2.76,39485554.69,-2.76,1622701.11,3.90,1749728.47,4.20
291,Entry Long,Long,2023-07-13 15:00,30640.5,1358.809615,-1148786.72,-2.76,39485554.69,-2.76,1622701.11,3.90,1749728.47,4.20
292,Exit Short,Long,2023-07-28 18:00,29338.4,1359.262918,570707.85,1.41,40056262.54,1.41,1245176.18,3.08,129446.41,0.32
292,Entry Short,Short,2023-07-24 06:00,29776.0,1359.262918,570707.85,1.41,40056262.54,1.41,1245176.18,3.08,129446.41,0.32
293,Exit Long,Short,2023-07-30 22:00,29258.1,1399.391559,-136970.98,-0.33,39919291.56,-0.33,136718.43,0.33,485311.12,1.18
293,Entry Long,Long,2023-07-28 18:00,29338.4,1399.391559,-136970.98,-0.33,39919291.56,-0.33,136718.43,0.33,485311.12,1.18
294,Exit Short,Long,2023-07-31 03:00,29436.1,1398.563093,-273570.49,-0.67,39645721.07,-0.67,157090.20,0.38,378559.46,0.92
294,Entry Short,Short,2023-07-30 22:00,29258.1,1398.563093,-273570.49,-0.67,39645721.07,-0.67,157090.20,0.38,378559.46,0.92
295,Exit Long,Short,2023-07-31 18:00,29217.7,1380.817356,-325867.57,-0.80,39319853.50,-0.80,63613.11,0.16,397856.05,0.98
295,Entry Long,Long,2023-07-31 03:00,29436.1,1380.817356,-325867.57,-0.80,39319853.50,-0.80,63613.11,0.16,397856.05,0.98
296,Exit Short,Long,2023-08-03 22:00,29290.9,1379.980656,-125236.80,-0.31,39194616.70,-0.31,901589.23,2.24,1146854.05,2.84
296,Entry Short,Short,2023-07-31 18:00,29217.7,1379.980656,-125236.80,-0.31,39194616.70,-0.31,901589.23,2.24,1146854.05,2.84
297,Exit Long,Short,2023-08-07 14:00,29065.0,1372.258433,-334016.99,-0.83,38860599.70,-0.83,36107.87,0.09,702167.17,1.75
297,Entry Long,Long,2023-08-03 22:00,29290.9,1372.258433,-334016.99,-0.83,38860599.70,-0.83,36107.87,0.09,702167.17,1.75
298,Exit Short,Long,2023-08-07 23:00,29180.0,1371.429792,-181678.10,-0.46,38678921.60,-0.46,520019.43,1.30,320529.89,0.80
298,Entry Short,Short,2023-08-07 14:00,29065.0,1371.429792,-181678.10,-0.46,38678921.60,-0.46,520019.43,1.30,320529.89,0.80
299,Exit Long,Short,2023-08-10 17:00,29455.0,1359.802035,350025.96,0.88,39028947.56,0.88,1464569.34,3.69,84789.10,0.21
299,Entry Long,Long,2023-08-07 23:00,29180.0,1359.802035,350025.96,0.88,39028947.56,0.88,1464569.34,3.69,84789.10,0.21
300,Exit Short,Exit Short,2023-08-20 08:00,26048.0,1358.986751,4607439.51,11.51,43636387.07,11.51,7128243.60,17.80,317780.71,0.79
300,Entry Short,Short,2023-08-10 17:00,29455.0,1358.986751,4607439.51,11.51,43636387.07,11.51,7128243.60,17.80,317780.71,0.79
301,Exit Short,Long,2023-08-28 17:00,26089.1,1715.800691,-167511.67,-0.38,43468875.40,-0.38,419166.45,0.94,518175.46,1.16
301,Entry Short,Short,2023-08-24 20:00,26007.1,1715.800691,-167511.67,-0.38,43468875.40,-0.38,419166.45,0.94,518175.46,1.16
302,Exit Long,Short,2023-08-28 23:00,25967.5,1704.503559,-233886.83,-0.53,43234988.57,-0.53,153530.21,0.35,331912.40,0.75
302,Entry Long,Long,2023-08-28 17:00,26089.1,1704.503559,-233886.83,-0.53,43234988.57,-0.53,153530.21,0.35,331912.40,0.75
303,Exit Short,Long,2023-08-29 01:00,26102.4,1703.475366,-256408.76,-0.58,42978579.81,-0.58,0,0.00,352262.10,0.80
303,Entry Short,Short,2023-08-28 23:00,25967.5,1703.475366,-256408.76,-0.58,42978579.81,-0.58,0,0.00,352262.10,0.80
304,Exit Long,Short,2023-08-29 09:00,25993.8,1684.853715,-209307.46,-0.48,42769272.35,-0.48,156639.64,0.36,219419.71,0.50
304,Entry Long,Long,2023-08-29 01:00,26102.4,1684.853715,-209307.46,-0.48,42769272.35,-0.48,156639.64,0.36,219419.71,0.50
305,Exit Short,Long,2023-09-07 19:00,25917.2,1683.835387,102758.92,0.23,42872031.27,0.23,1146021.50,2.62,3628325.36,8.29
305,Entry Short,Short,2023-08-29 09:00,25993.8,1683.835387,102758.92,0.23,42872031.27,0.23,1146021.50,2.62,3628325.36,8.29
306,Exit Long,Short,2023-09-08 19:00,25818.9,1692.773979,-192672.94,-0.44,42679358.33,-0.44,888748.39,2.03,496110.00,1.13
306,Entry Long,Long,2023-09-07 19:00,25917.2,1692.773979,-192672.94,-0.44,42679358.33,-0.44,888748.39,2.03,496110.00,1.13
307,Exit Short,Long,2023-09-12 11:00,25861.5,1691.759377,-98298.19,-0.22,42581060.14,-0.23,1620289.87,3.71,353316.62,0.81
307,Entry Short,Short,2023-09-08 19:00,25818.9,1691.759377,-98298.19,-0.22,42581060.14,-0.23,1620289.87,3.71,353316.62,0.81
308,Exit Long,Short,2023-09-17 23:00,26472.3,1685.173374,1002846.44,2.30,43583906.58,2.30,1721643.14,3.95,216980.31,0.50
308,Entry Long,Long,2023-09-12 11:00,25861.5,1685.173374,1002846.44,2.30,43583906.58,2.30,1721643.14,3.95,216980.31,0.50
309,Exit Short,Long,2023-10-04 20:00,27615.3,1684.172305,-1952336.80,-4.38,41631569.78,-4.38,830395.15,1.86,3582809.96,8.03
309,Entry Short,Short,2023-09-17 23:00,26472.3,1684.172305,-1952336.80,-4.38,41631569.78,-4.38,830395.15,1.86,3582809.96,8.03
310,Exit Long,Short,2023-10-05 22:00,27459.9,1543.808419,-265415.50,-0.62,41366154.29,-0.62,758651.25,1.78,443049.23,1.04
310,Entry Long,Long,2023-10-04 20:00,27615.3,1543.808419,-265415.50,-0.62,41366154.29,-0.62,758651.25,1.78,443049.23,1.04
311,Exit Short,Long,2023-10-06 12:00,27657.0,1542.837457,-329604.19,-0.78,41036550.10,-0.78,141728.18,0.33,518914.82,1.22
311,Entry Short,Short,2023-10-05 22:00,27459.9,1542.837457,-329604.19,-0.78,41036550.10,-0.78,141728.18,0.33,518914.82,1.22
312,Exit Long,Short,2023-10-09 10:00,27732.3,1519.931306,89194.45,0.21,41125744.55,0.21,941905.84,2.24,810574.96,1.93
312,Entry Long,Long,2023-10-06 12:00,27657.0,1519.931306,89194.45,0.21,41125744.55,0.21,941905.84,2.24,810574.96,1.93
313,Exit Short,Exit Short,2023-10-13 11:00,26730.5,1519.014008,1496929.31,3.55,42622673.85,3.55,1824305.91,4.33,90563.14,0.21
313,Entry Short,Short,2023-10-09 10:00,27732.3,1519.014008,1496929.31,3.55,42622673.85,3.55,1824305.91,4.33,90563.14,0.21
314,Exit Long,Exit Long,2023-10-23 23:00,35498.9,1621.590332,13924729.80,31.92,56547403.65,31.92,13941999.20,31.96,196484.74,0.45
314,Entry Long,Long,2023-10-14 06:00,26893.1,1621.590332,13924729.80,31.92,56547403.65,31.92,13941999.20,31.96,196484.74,0.45
315,Exit Short,Long,2023-10-28 07:00,34110.4,1711.513929,-885053.29,-1.54,55662350.36,-1.54,345410.76,0.60,1110060.69,1.93
315,Entry Short,Short,2023-10-27 19:00,33613.6,1711.513929,-885053.29,-1.54,55662350.36,-1.54,345410.76,0.60,1110060.69,1.93
316,Exit Long,Short,2023-10-31 07:00,34266.8,1661.160984,225729.92,0.40,55888080.28,0.40,1316581.18,2.32,333117.79,0.59
316,Entry Long,Long,2023-10-28 07:00,34110.4,1661.160984,225729.92,0.40,55888080.28,0.40,1316581.18,2.32,333117.79,0.59
317,Exit Short,Long,2023-11-04 07:00,34786.6,1660.151827,-897338.66,-1.58,54990741.62,-1.58,357131.79,0.63,3034226.36,5.33
317,Entry Short,Short,2023-10-31 07:00,34266.8,1660.151827,-897338.66,-1.58,54990741.62,-1.58,357131.79,0.63,3034226.36,5.33
318,Exit Long,Short,2023-11-07 05:00,34922.7,1609.564302,185401.22,0.33,55176142.84,0.33,1049378.01,1.87,613623.82,1.10
318,Entry Long,Long,2023-11-04 07:00,34786.6,1609.564302,185401.22,0.33,55176142.84,0.33,1049378.01,1.87,613623.82,1.10
319,Exit Short,Long,2023-12-01 02:00,37945.1,1608.585621,-4896953.41,-8.71,50279189.43,-8.72,620307.92,1.10,5932265.61,10.56
319,Entry Short,Short,2023-11-07 05:00,34922.7,1608.585621,-4896953.41,-8.71,50279189.43,-8.72,620307.92,1.10,5932265.61,10.56
320,Exit Long,Short,2023-12-10 12:00,43772.7,1351.481908,7842763.93,15.29,58121953.36,15.29,9217804.61,17.97,124989.82,0.24
320,Entry Long,Long,2023-12-01 02:00,37945.1,1351.481908,7842763.93,15.29,58121953.36,15.29,9217804.61,17.97,124989.82,0.24
321,Exit Short,Exit Short,2023-12-10 12:00,43772.7,1350.658382,-35473.18,-0.06,58086480.18,-0.06,0,0.00,17736.59,0.03
321,Entry Short,Short,2023-12-10 12:00,43772.7,1350.658382,-35473.18,-0.06,58086480.18,-0.06,0,0.00,17736.59,0.03
322,Exit Short,Long,2023-12-16 17:00,42632.1,1352.709358,1364897.63,2.31,59451377.82,2.31,4715815.23,7.98,29759.74,0.05
322,Entry Short,Short,2023-12-11 01:00,43667.0,1352.709358,1364897.63,2.31,59451377.82,2.31,4715815.23,7.98,29759.74,0.05
323,Exit Long,Short,2023-12-28 15:00,42708.7,1417.958376,72312.70,0.12,59523690.52,0.12,2593460.57,4.29,2947778.96,4.87
323,Entry Long,Long,2023-12-16 17:00,42632.1,1417.958376,72312.70,0.12,59523690.52,0.12,2593460.57,4.29,2947778.96,4.87
324,Exit Short,Long,2023-12-31 10:00,42784.3,1417.128153,-143481.25,-0.24,59380209.27,-0.24,2009328.14,3.32,671878.33,1.11
324,Entry Short,Short,2023-12-28 15:00,42708.7,1417.128153,-143481.25,-0.24,59380209.27,-0.24,2009328.14,3.32,671878.33,1.11
325,Exit Long,Short,2024-01-05 17:00,43224.4,1411.271995,584686.30,0.97,59964895.57,0.97,4444610.22,7.36,3651151.58,6.05
325,Entry Long,Long,2023-12-31 10:00,42784.3,1411.271995,584686.30,0.97,59964895.57,0.97,4444610.22,7.36,3651151.58,6.05
326,Exit Short,Long,2024-01-05 22:00,43957.7,1410.428057,-1071156.12,-1.76,58893739.46,-1.76,191018.05,0.31,1727728.28,2.83
326,Entry Short,Short,2024-01-05 17:00,43224.4,1410.428057,-1071156.12,-1.76,58893739.46,-1.76,191018.05,0.31,1727728.28,2.83
327,Exit Long,Short,2024-01-06 09:00,43715.8,1362.545603,-365437.52,-0.61,58528301.93,-0.61,520645.97,0.87,776906.21,1.30
327,Entry Long,Long,2024-01-05 22:00,43957.7,1362.545603,-365437.52,-0.61,58528301.93,-0.61,520645.97,0.87,776906.21,1.30
328,Exit Short,Long,2024-01-10 19:00,46562.1,1361.71162,-3912719.52,-6.57,54615582.41,-6.57,770436.36,1.29,5965270.17,10.02
328,Entry Short,Short,2024-01-06 09:00,43715.8,1361.71162,-3912719.52,-6.57,54615582.41,-6.57,770436.36,1.29,5965270.17,10.02
329,Exit Long,Exit Long,2024-01-12 22:00,42837.1,1194.489043,-4481507.59,-8.06,50134074.81,-8.06,2960339.67,5.32,4466157.06,8.03
329,Entry Long,Long,2024-01-10 19:00,46562.1,1194.489043,-4481507.59,-8.06,50134074.81,-8.06,2960339.67,5.32,4466157.06,8.03
330,Exit Long,Exit Long,2024-01-20 10:00,41527.0,1184.398071,-1964331.46,-3.84,48169743.35,-3.84,481874.69,0.94,3439548.88,6.73
330,Entry Long,Long,2024-01-16 13:00,43160.1,1184.398071,-1964331.46,-3.84,48169743.35,-3.84,481874.69,0.94,3439548.88,6.73
331,Exit Long,Short,2024-01-25 14:00,39901.3,1226.651615,-239432.75,-0.49,47930310.60,-0.49,294124.38,0.60,455359.76,0.93
331,Entry Long,Long,2024-01-25 09:00,40072.5,1226.651615,-239432.75,-0.49,47930310.60,-0.49,294124.38,0.60,455359.76,0.93
332,Exit Short,Long,2024-01-31 17:00,43456.6,1226.28373,-4390472.68,-8.97,43539837.92,-8.97,432056.07,0.88,4906938.04,10.03
332,Entry Short,Short,2024-01-25 14:00,39901.3,1226.28373,-4390472.68,-8.97,43539837.92,-8.97,432056.07,0.88,4906938.04,10.03
333,Exit Long,Short,2024-01-31 23:00,42625.5,1024.987279,-878336.84,-1.97,42661501.08,-1.97,272916.21,0.61,1244987.45,2.79
333,Entry Long,Long,2024-01-31 17:00,43456.6,1024.987279,-878336.84,-1.97,42661501.08,-1.97,272916.21,0.61,1244987.45,2.79
334,Exit Short,Long,2024-02-01 21:00,42985.9,1024.30493,-395467.15,-0.91,42266033.93,-0.91,787908.00,1.80,711469.55,1.63
334,Entry Short,Short,2024-01-31 23:00,42625.5,1024.30493,-395467.15,-0.91,42266033.93,-0.91,787908.00,1.80,711469.55,1.63
335,Exit Long,Short,2024-02-04 06:00,42870.1,1006.522214,-142480.06,-0.33,42123553.86,-0.33,481021.22,1.11,481616.62,1.11
335,Entry Long,Long,2024-02-01 21:00,42985.9,1006.522214,-142480.06,-0.33,42123553.86,-0.33,481021.22,1.11,481616.62,1.11
336,Exit Short,Long,2024-02-05 11:00,43128.5,1005.912319,-285879.86,-0.66,41837674.00,-0.66,707396.74,1.64,411781.30,0.95
336,Entry Short,Short,2024-02-04 06:00,42870.1,1005.912319,-285879.86,-0.66,41837674.00,-0.66,707396.74,1.64,411781.30,0.95
337,Exit Long,Short,2024-02-05 19:00,42718.2,993.260551,-433115.25,-1.01,41404558.76,-1.01,423587.33,0.99,697307.20,1.63
337,Entry Long,Long,2024-02-05 11:00,43128.5,993.260551,-433115.25,-1.01,41404558.76,-1.01,423587.33,0.99,697307.20,1.63
338,Exit Short,Exit Short,2024-02-09 18:00,47844.4,992.658082,-5115533.17,-12.06,36289025.59,-12.06,416007.66,0.98,5101285.23,12.03
338,Entry Short,Short,2024-02-05 19:00,42718.2,992.658082,-5115533.17,-12.06,36289025.59,-12.06,416007.66,0.98,5101285.23,12.03
339,Exit Long,Short,2024-02-20 01:00,51663.5,716.785091,-268508.52,-0.72,36020517.07,-0.72,384625.37,1.03,424481.64,1.14
339,Entry Long,Long,2024-02-18 10:00,52007.0,716.785091,-268508.52,-0.72,36020517.07,-0.72,384625.37,1.03,424481.64,1.14
340,Exit Short,Long,2024-02-20 12:00,52323.0,716.57012,-494932.08,-1.34,35525584.99,-1.34,231524.49,0.63,562506.86,1.52
340,Entry Short,Short,2024-02-20 01:00,51663.5,716.57012,-494932.08,-1.34,35525584.99,-1.34,231524.49,0.63,562506.86,1.52
341,Exit Long,Short,2024-02-20 18:00,51351.8,698.084497,-699691.79,-1.92,34825893.20,-1.92,545415.58,1.49,1126357.17,3.08
341,Entry Long,Long,2024-02-20 12:00,52323.0,698.084497,-699691.79,-1.92,34825893.20,-1.92,545415.58,1.49,1126357.17,3.08
342,Exit Short,Long,2024-02-20 23:00,52188.0,697.656163,-605050.64,-1.69,34220842.56,-1.69,46320.50,0.13,693125.26,1.93
342,Entry Short,Short,2024-02-20 18:00,51351.8,697.656163,-605050.64,-1.69,34220842.56,-1.69,46320.50,0.13,693125.26,1.93
343,Exit Long,Exit Long,2024-03-05 14:00,68888.2,674.890759,11246296.69,31.92,45467139.25,31.93,11260244.29,31.96,1197024.31,3.40
343,Entry Long,Long,2024-02-20 23:00,52188.0,674.890759,11246296.69,31.92,45467139.25,31.93,11260244.29,31.96,1197024.31,3.40
344,Exit Long,Short,2024-03-14 17:00,71415.2,692.975595,3007004.83,6.47,48474144.08,6.47,4777713.09,10.28,1874644.73,4.03
344,Entry Long,Long,2024-03-06 09:00,67034.4,692.975595,3007004.83,6.47,48474144.08,6.47,4777713.09,10.28,1874644.73,4.03
345,Exit Short,Long,2024-03-17 23:00,68266.5,692.767765,2152287.77,4.35,50626431.85,4.35,4748213.25,9.59,783675.91,1.58
345,Entry Short,Short,2024-03-14 17:00,71415.2,692.767765,2152287.77,4.35,50626431.85,4.35,4748213.25,9.59,783675.91,1.58
346,Exit Long,Short,2024-03-18 15:00,67034.0,756.229368,-962748.16,-1.86,49663683.69,-1.86,569455.88,1.10,1223715.20,2.37
346,Entry Long,Long,2024-03-17 23:00,68266.5,756.229368,-962748.16,-1.86,49663683.69,-1.86,569455.88,1.10,1223715.20,2.37
347,Exit Short,Long,2024-03-23 17:00,65667.4,755.790979,1002775.60,1.98,50666459.28,1.98,4725726.55,9.32,962734.26,1.90
347,Entry Short,Short,2024-03-18 15:00,67034.0,755.790979,1002775.60,1.98,50666459.28,1.98,4725726.55,9.32,962734.26,1.90
348,Exit Long,Short,2024-03-29 16:00,69236.4,786.780788,2776178.72,5.37,53442638.00,5.37,4886616.62,9.46,1499997.75,2.90
348,Entry Long,Long,2024-03-23 17:00,65667.4,786.780788,2776178.72,5.37,53442638.00,5.37,4886616.62,9.46,1499997.75,2.90
349,Exit Short,Long,2024-04-11 00:00,70568.5,786.32984,-1080449.81,-1.98,52362188.19,-1.98,3781954.86,6.94,2861352.79,5.25
349,Entry Short,Short,2024-03-29 16:00,69236.4,786.32984,-1080449.81,-1.98,52362188.19,-1.98,3781954.86,6.94,2861352.79,5.25
350,Exit Long,Short,2024-04-12 17:00,69375.9,756.18479,-933573.13,-1.75,51428615.06,-1.75,568673.23,1.07,1013038.49,1.90
350,Entry Long,Long,2024-04-11 00:00,70568.5,756.18479,-933573.13,-1.75,51428615.06,-1.75,568673.23,1.07,1013038.49,1.90
351,Exit Short,Long,2024-04-15 11:00,66554.9,755.71812,2101063.21,4.01,53529678.27,4.01,7246722.55,13.82,206698.56,0.39
351,Entry Short,Short,2024-04-12 17:00,69375.9,755.71812,2101063.21,4.01,53529678.27,4.01,7246722.55,13.82,206698.56,0.39
352,Exit Long,Exit Long,2024-04-17 15:00,61230.5,819.299687,-4393687.61,-8.06,49135990.65,-8.06,102521.86,0.19,4378637.78,8.03
352,Entry Long,Long,2024-04-15 11:00,66554.9,819.299687,-4393687.61,-8.06,49135990.65,-8.06,102521.86,0.19,4378637.78,8.03
353,Exit Long,Short,2024-04-19 04:00,61340.0,789.455556,-1725314.38,-3.44,47410676.27,-3.44,231273.85,0.46,3146253.86,6.28
353,Entry Long,Long,2024-04-18 18:00,63488.0,789.455556,-1725314.38,-3.44,47410676.27,-3.44,231273.85,0.46,3146253.86,6.28
354,Exit Short,Long,2024-04-19 08:00,64600.1,789.21879,-2602750.47,-5.37,44807925.80,-5.38,164866.23,0.34,2887279.60,5.96
354,Entry Short,Short,2024-04-19 04:00,61340.0,789.21879,-2602750.47,-5.37,44807925.80,-5.38,164866.23,0.34,2887279.60,5.96
355,Exit Long,Short,2024-04-29 00:00,63118.3,709.123949,-1077950.32,-2.35,43729975.48,-2.35,1829128.48,3.99,1595160.16,3.48
355,Entry Long,Long,2024-04-19 08:00,64600.1,709.123949,-1077950.32,-2.35,43729975.48,-2.35,1829128.48,3.99,1595160.16,3.48
356,Exit Short,Long,2024-05-03 04:00,59518.3,708.669024,2525135.86,5.64,46255111.34,5.65,4673221.86,10.44,1138076.74,2.54
356,Entry Short,Short,2024-04-29 00:00,63118.3,708.669024,2525135.86,5.64,46255111.34,5.65,4673221.86,10.44,1138076.74,2.54
357,Exit Long,Short,2024-05-07 01:00,63149.3,793.93378,2853556.57,6.04,49108667.91,6.04,4766654.97,10.08,571676.38,1.21
357,Entry Long,Long,2024-05-03 04:00,59518.3,793.93378,2853556.57,6.04,49108667.91,6.04,4766654.97,10.08,571676.38,1.21
358,Exit Short,Exit Short,2024-05-11 12:00,60734.6,793.495354,1886562.84,3.76,50995230.75,3.76,2395844.33,4.78,1006425.70,2.01
358,Entry Short,Short,2024-05-07 01:00,63149.3,793.495354,1886562.84,3.76,50995230.75,3.76,2395844.33,4.78,1006425.70,2.01
359,Exit Long,Short,2024-05-14 14:00,61550.1,846.851116,112903.04,0.22,51108133.79,0.22,1726717.60,3.32,584762.53,1.12
359,Entry Long,Long,2024-05-12 21:00,61379.9,846.851116,112903.04,0.22,51108133.79,0.22,1726717.60,3.32,584762.53,1.12
360,Exit Short,Long,2024-05-15 10:00,62120.3,846.597137,-514139.39,-0.99,50593994.40,-0.99,387686.43,0.74,640759.77,1.23
360,Entry Short,Short,2024-05-14 14:00,61550.1,846.597137,-514139.39,-0.99,50593994.40,-0.99,387686.43,0.74,640759.77,1.23
361,Exit Long,Exit Long,2024-05-26 02:00,69164.9,830.554478,5818212.22,11.27,56412206.62,11.28,8241396.00,15.97,215060.53,0.42
361,Entry Long,Long,2024-05-15 10:00,62120.3,830.554478,5818212.22,11.27,56412206.62,11.28,8241396.00,15.97,215060.53,0.42
362,Exit Short,Long,2024-05-30 17:00,68558.9,837.4417,-53536.39,-0.09,56358670.23,-0.09,1164746.72,2.03,1861097.63,3.24
362,Entry Short,Short,2024-05-26 23:00,68536.1,837.4417,-53536.39,-0.09,56358670.23,-0.09,1164746.72,2.03,1861097.63,3.24
363,Exit Long,Short,2024-06-02 23:00,67815.2,836.633709,-656433.04,-1.14,55702237.19,-1.14,820346.40,1.43,1605891.36,2.80
363,Entry Long,Long,2024-05-30 17:00,68558.9,836.633709,-656433.04,-1.14,55702237.19,-1.14,820346.40,1.43,1605891.36,2.80
364,Exit Short,Long,2024-06-03 03:00,68498.2,836.128883,-605268.70,-1.07,55096968.49,-1.07,144947.49,0.26,663171.08,1.17
364,Entry Short,Short,2024-06-02 23:00,67815.2,836.128883,-605268.70,-1.07,55096968.49,-1.07,144947.49,0.26,663171.08,1.17
365,Exit Long,Short,2024-06-11 00:00,69492.1,818.960517,780062.28,1.39,55877030.77,1.39,2989411.07,5.33,251051.90,0.45
365,Entry Long,Long,2024-06-03 03:00,68498.2,818.960517,780062.28,1.39,55877030.77,1.39,2989411.07,5.33,251051.90,0.45
366,Exit Short,Exit Short,2024-06-12 10:00,67361.8,818.467725,1709978.64,3.01,57587009.41,3.01,2897091.22,5.09,80821.75,0.14
366,Entry Short,Short,2024-06-11 00:00,69492.1,818.467725,1709978.64,3.01,57587009.41,3.01,2897091.22,5.09,80821.75,0.14
367,Exit Short,Exit Short,2024-06-15 21:00,65879.8,865.029813,1546780.28,2.64,59133789.69,2.64,2298979.01,3.92,702674.44,1.20
367,Entry Short,Short,2024-06-13 04:00,67708.0,865.029813,1546780.28,2.64,59133789.69,2.64,2298979.01,3.92,702674.44,1.20
368,Exit Long,Short,2024-06-17 05:00,66188.9,904.115957,-309301.71,-0.51,58824487.98,-0.51,396412.03,0.66,362683.73,0.60
368,Entry Long,Long,2024-06-16 16:00,66491.2,904.115957,-309301.71,-0.51,58824487.98,-0.51,396412.03,0.66,362683.73,0.60
369,Exit Short,Long,2024-06-18 00:00,66631.6,903.844804,-436146.83,-0.73,58388341.15,-0.73,1004210.74,1.68,1013080.48,1.69
369,Entry Short,Short,2024-06-17 05:00,66188.9,903.844804,-436146.83,-0.73,58388341.15,-0.73,1004210.74,1.68,1013080.48,1.69
370,Exit Long,Short,2024-06-20 18:00,64863.4,891.297701,-1611152.95,-2.71,56777188.19,-2.71,36285.19,0.06,2339647.09,3.94
370,Entry Long,Long,2024-06-18 00:00,66631.6,891.297701,-1611152.95,-2.71,56777188.19,-2.71,36285.19,0.06,2339647.09,3.94
371,Exit Short,Long,2024-06-27 18:00,61687.3,890.751931,2795299.62,4.84,59572487.82,4.84,5811213.03,10.05,316091.36,0.55
371,Entry Short,Short,2024-06-20 18:00,64863.4,890.751931,2795299.62,4.84,59572487.82,4.84,5811213.03,10.05,316091.36,0.55
372,Exit Long,Short,2024-06-28 16:00,60881.3,981.900666,-827516.99,-1.37,58744970.82,-1.37,502923.44,0.83,953235.24,1.57
372,Entry Long,Long,2024-06-27 18:00,61687.3,981.900666,-827516.99,-1.37,58744970.82,-1.37,502923.44,0.83,953235.24,1.57
373,Exit Short,Long,2024-07-09 06:00,57264.7,981.335502,3514315.72,5.88,62259286.54,5.88,7407842.25,12.40,2926307.52,4.90
373,Entry Short,Short,2024-06-28 16:00,60881.3,981.335502,3514315.72,5.88,62259286.54,5.88,7407842.25,12.40,2926307.52,4.90
374,Exit Long,Short,2024-07-18 19:00,63534.7,1104.645063,6886092.41,10.88,69145378.95,10.89,9762102.56,15.43,849007.45,1.34
374,Entry Long,Long,2024-07-09 06:00,57264.7,1104.645063,6886092.41,10.88,69145378.95,10.89,9762102.56,15.43,849007.45,1.34
375,Exit Short,Long,2024-07-19 15:00,65099.1,1104.048501,-1769778.86,-2.52,67375600.09,-2.52,348481.42,0.50,1965825.05,2.80
375,Entry Short,Short,2024-07-18 19:00,63534.7,1104.048501,-1769778.86,-2.52,67375600.09,-2.52,348481.42,0.50,1965825.05,2.80
376,Exit Long,Short,2024-07-23 08:00,66503.0,1050.347068,1433113.88,2.10,68808713.97,2.10,3517896.21,5.14,152856.73,0.22
376,Entry Long,Long,2024-07-19 15:00,65099.1,1050.347068,1433113.88,2.10,68808713.97,2.10,3517896.21,5.14,152856.73,0.22
377,Exit Short,Long,2024-07-26 03:00,66400.0,1049.707933,66267.12,0.09,68874981.09,0.09,3258869.82,4.67,907106.06,1.30
377,Entry Short,Short,2024-07-23 08:00,66503.0,1049.707933,66267.12,0.09,68874981.09,0.09,3258869.82,4.67,907106.06,1.30
378,Exit Long,Short,2024-07-29 20:00,67399.9,1052.333264,1009987.41,1.44,69884968.49,1.45,3911501.70,5.60,62108.71,0.09
378,Entry Long,Long,2024-07-26 03:00,66400.0,1052.333264,1009987.41,1.44,69884968.49,1.45,3911501.70,5.60,62108.71,0.09
379,Exit Short,Exit Short,2024-08-05 07:00,51897.9,1051.707512,16265929.93,22.94,86150898.43,22.95,16282304.36,22.96,160406.40,0.23
379,Entry Short,Short,2024-07-29 20:00,67399.9,1051.707512,16265929.93,22.94,86150898.43,22.95,16282304.36,22.96,160406.40,0.23
380,Exit Long,Short,2024-08-07 20:00,54784.3,1541.613704,-2720007.62,-3.12,83430890.81,-3.12,1896563.18,2.18,2921750.45,3.35
380,Entry Long,Long,2024-08-06 22:00,56515.3,1541.613704,-2720007.62,-3.12,83430890.81,-3.12,1896563.18,2.18,2921750.45,3.35
381,Exit Short,Long,2024-08-08 06:00,56746.1,1541.151359,-3074996.30,-3.64,80355894.51,-3.64,385541.68,0.46,4480027.27,5.30
381,Entry Short,Short,2024-08-07 20:00,54784.3,1541.151359,-3074996.30,-3.64,80355894.51,-3.64,385541.68,0.46,4480027.27,5.30
382,Exit Long,Short,2024-08-14 19:00,59131.2,1433.714801,3369712.67,4.14,83725607.18,4.14,8573580.34,10.53,202331.32,0.25
382,Entry Long,Long,2024-08-08 06:00,56746.1,1433.714801,3369712.67,4.14,83725607.18,4.14,8573580.34,10.53,202331.32,0.25
383,Exit Short,Long,2024-08-16 21:00,59653.9,1432.841252,-800006.18,-0.94,82925601.00,-0.94,4386443.81,5.18,1031988.67,1.22
383,Entry Short,Short,2024-08-14 19:00,59131.2,1432.841252,-800006.18,-0.94,82925601.00,-0.94,4386443.81,5.18,1031988.67,1.22
